sample_id,split,image,actual,predicted,confidence,reviewer,assessment,visual_observation,assessment_reason,image_sha256,previous_human_tag,human_tag,review_note,tag_review_status
cifar10_train_37341,Validation,errors/cifar10_train_37341.png,dog,cat,0.994216799736023,AI visual review,수치상 타당·원인 설명 아님,세로로 긴 구도에 어두운 상체와 밝은 가슴이 보이고 얼굴은 작다.,오답 클래스 점수 0.994217 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,def76aff503a7c8a5f3826b1b6ada35dd7f0ba3065501abf493c11e2d7b0409e,high_confidence_error,model_limitation,세로로 긴 구도에 어두운 상체와 밝은 가슴이 보이고 얼굴은 작다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_5043,Validation,errors/cifar10_train_5043.png,dog,cat,0.818257749080658,AI visual review,수치상 타당·원인 설명 아님,밝은 얼굴과 주변 밝은 무늬가 섞여 눈·코 윤곽을 읽기 어렵다.,오답 클래스 점수 0.818258 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,e0416bc804c583a61b5fa0b69cea75cdcb8854055ebb0773cc7aae3c8c820afd,high_confidence_error,low_resolution,밝은 얼굴과 주변 밝은 무늬가 섞여 눈·코 윤곽을 읽기 어렵다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_24585,Validation,errors/cifar10_train_24585.png,dog,cat,0.9524133205413818,AI visual review,수치상 타당·원인 설명 아님,청록색 배경 앞 갈색 얼굴과 큰 귀가 선명한 외곽을 만든다.,오답 클래스 점수 0.952413 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,79863ea02c0350e5bc05da8c2f352c4f8921d0f7b40fa2e8a79d888fd1602c34,high_confidence_error,class_similarity,청록색 배경 앞 갈색 얼굴과 큰 귀가 선명한 외곽을 만든다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_19293,Validation,errors/cifar10_train_19293.png,dog,cat,0.8173201680183411,AI visual review,수치상 타당·원인 설명 아님,어두운 얼굴과 큰 귀가 보이며 아래 몸통은 주변 물건과 겹친다.,오답 클래스 점수 0.817320 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,1fee490a37efb20f8fc32833ed85b561c4b02f6e33284d4963007618d23d50c4,high_confidence_error,low_resolution,어두운 얼굴과 큰 귀가 보이며 아래 몸통은 주변 물건과 겹친다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_7454,Validation,errors/cifar10_train_7454.png,dog,cat,0.4681181013584137,AI visual review,시각적 가설로 가능,갈색 털이 얼굴 주변을 채우고 짧고 검은 주둥이가 크게 보인다.,납작하고 둥근 얼굴 때문에 고양이와 비슷하게 읽힐 가능성이 있다.,29b3282a3c0238405e52bfabd795e0ba7431b3409d29fe05fb1b806b98434014,class_similarity,class_similarity,갈색 털이 얼굴 주변을 채우고 짧고 검은 주둥이가 크게 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_8452,Validation,errors/cifar10_train_8452.png,dog,cat,0.48496711254119873,AI visual review,시각적 근거 부족·재검토,"검은 정면 얼굴과 옆으로 내려간 귀, 흰 가슴이 보인다.",개를 구별할 단서가 남아 있어 고양이와의 유사성만을 근거로 삼기 어렵다.,e410b99fab71bfcff1411214d199eb665261c8146ef1d6007f04e775a6bc91dd,class_similarity,model_limitation,"검은 정면 얼굴과 옆으로 내려간 귀, 흰 가슴이 보인다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.",ai_draft_pending_human_review
cifar10_train_8836,Validation,errors/cifar10_train_8836.png,dog,cat,0.7678046822547913,AI visual review,시각적 근거 부족·재검토,길고 밝은 털이 얼굴과 몸통 경계를 덮고 눈·코가 작게 보인다.,털 때문에 세부가 부족하다는 관찰은 가능하지만 클래스 유사성은 불확실하다.,3332e5b45a28cc4247b28ddb77911ce83175b536083488f0e2c164a611fc60a2,class_similarity,low_resolution,길고 밝은 털이 얼굴과 몸통 경계를 덮고 눈·코가 작게 보인다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_23523,Validation,errors/cifar10_train_23523.png,dog,cat,0.875985324382782,AI visual review,수치상 타당·원인 설명 아님,갈색 옆모습의 몸통이 크게 보이고 머리는 아래쪽으로 향해 얼굴이 작다.,오답 클래스 점수 0.875985 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,db11e642259e9033795161a96076309713037cdb08f1726bf66a409619b82742,high_confidence_error,low_resolution,갈색 옆모습의 몸통이 크게 보이고 머리는 아래쪽으로 향해 얼굴이 작다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_40154,Validation,errors/cifar10_train_40154.png,dog,cat,0.9028230905532837,AI visual review,수치상 타당·원인 설명 아님,강한 녹색 배경 앞 검은색·갈색 피사체의 정면 몸과 얼굴이 보인다.,오답 클래스 점수 0.902823 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,a4a692a142a82fd643d5acdaf1666fc106498ad76ea9888d9b0e8e5c80245dd6,high_confidence_error,model_limitation,강한 녹색 배경 앞 검은색·갈색 피사체의 정면 몸과 얼굴이 보인다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_38074,Validation,errors/cifar10_train_38074.png,dog,cat,0.5584701895713806,AI visual review,시각적 가설로 가능,밝은 얼굴과 뾰족한 귀가 정면으로 보이며 아래에 파란 물건이 있다.,귀와 얼굴 윤곽이 고양이와 비슷하게 읽힐 가능성이 있다.,d1ed462e9cc5de096b8a8e023c1cf31aca65c0dffac7e99e9ae6a503dfe318f9,class_similarity,class_similarity,밝은 얼굴과 뾰족한 귀가 정면으로 보이며 아래에 파란 물건이 있다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_7677,Validation,errors/cifar10_train_7677.png,dog,cat,0.9182129502296448,AI visual review,수치상 타당·원인 설명 아님,흰 전신과 털로 둘러싸인 얼굴이 보이고 얼굴 내부 세부가 작다.,오답 클래스 점수 0.918213 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,7e39dcab81fb3610bd7a5a14701be8aa892546df20dedd1d2ba79abc6ed52a59,high_confidence_error,model_limitation,흰 전신과 털로 둘러싸인 얼굴이 보이고 얼굴 내부 세부가 작다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_21534,Validation,errors/cifar10_train_21534.png,dog,cat,0.9965542554855347,AI visual review,수치상 타당·원인 설명 아님,흰 배경 앞 긴 흰 털의 앉은 몸이 보이며 얼굴을 구별하는 점들이 적다.,오답 클래스 점수 0.996554 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,7ead6b15ab129c9b9e720acf4eae4bf58d52e45691979056f443580682bc989c,high_confidence_error,low_resolution,흰 배경 앞 긴 흰 털의 앉은 몸이 보이며 얼굴을 구별하는 점들이 적다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_29127,Validation,errors/cifar10_train_29127.png,dog,deer,0.6383427977561951,AI visual review,시각적 가설로 가능,갈색 전신의 옆모습과 가는 다리가 보이고 머리는 프레임 오른쪽에 있다.,갈색 몸·다리의 실루엣에서 사슴과의 유사성 가설은 가능하다.,b295b1972c36708ae52571af348c86b2158a478a234aba0cba5a370931664af0,class_similarity,class_similarity,갈색 전신의 옆모습과 가는 다리가 보이고 머리는 프레임 오른쪽에 있다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_33800,Validation,errors/cifar10_train_33800.png,dog,cat,0.812761664390564,AI visual review,수치상 타당·원인 설명 아님,풀밭에서 달리는 듯한 흰색·갈색 전신이며 옆얼굴이 매우 작다.,오답 클래스 점수 0.812762 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,fb7fe81936c5c19f02f19bab585e05f6f0563e5067e17e806e397bd15711622f,high_confidence_error,low_resolution,풀밭에서 달리는 듯한 흰색·갈색 전신이며 옆얼굴이 매우 작다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_33768,Validation,errors/cifar10_train_33768.png,dog,cat,0.957256019115448,AI visual review,수치상 타당·원인 설명 아님,검은 얼굴이 화면을 채우고 눈·코의 대비가 낮지만 넓은 주둥이 윤곽이 남아 있다.,오답 클래스 점수 0.957256 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,6d5cd10a5886afbb346e469f757806074e6ee935c05685c7233877749b1df164,high_confidence_error,model_limitation,검은 얼굴이 화면을 채우고 눈·코의 대비가 낮지만 넓은 주둥이 윤곽이 남아 있다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
